mjd,flux_jy,flux_err_jy,band,series_label,description,source,source_url,data_kind
60054.09103333333,0.3461930801403922,0.019240608188616948,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
60081.952411111095,0.3633097282322589,0.03100316916326351,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
60102.872533333335,0.4215166666666667,0.030416666666666703,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
60178.797625,0.35396854981957654,0.028168487674992304,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
60201.7242,0.4516,0.01905000000000001,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
60262.199179999996,0.42928,0.01641999999999999,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
60321.234716666666,0.48005000000000003,0.0237,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
60345.2536,0.4749,0.04820000000000002,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
60391.1102,0.4416,0.07045000000000001,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
60428.0758,0.5785,0.0800000525599065,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
60468.996199999994,0.397475,0.04450000000000004,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
60819.0443,0.2389,0.027463357446699588,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
60897.8134,0.32045,0.08655000000000002,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
61120.00111000001,0.32530235680360836,0.018725055336255403,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
61136.0888,0.3979,0.06302663208461723,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
61155.00565,0.31584999999999996,0.023675,7mm,TELAMON Aver 7mm,TELAMON averaged 7 mm band,TELAMON,https://telamon.astro.uni-wuerzburg.de/sources/1104-3812,embedded Plotly averaged light curve
