source,cadence,name,mjd,date1,date2,n_inputs,gamma,E0_TeV,F0,F0_err,F0_order,N0,N0_err,TS,fit_status,fit_log_status,old_excess_rate,mapfile,parres,log
Mkn421,day,2022-04-20_2022-04-20,59689.50000000,2022-04-20,2022-04-20,6,2.6,3.0,0.00336,0.45362,1e-12,3.36000000e-15,4.53620000e-13,0,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-20_2022-04-20.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-20_2022-04-20/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-20_2022-04-20/fit.log
Mkn421,day,2022-04-21_2022-04-21,59690.50000000,2022-04-21,2022-04-21,6,2.6,3.0,0.17675,0.11057,1e-12,1.76750000e-13,1.10570000e-13,3.62,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-21_2022-04-21.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-21_2022-04-21/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-21_2022-04-21/fit.log
Mkn421,day,2022-04-22_2022-04-22,59691.50000000,2022-04-22,2022-04-22,5,2.6,3.0,0.08398,0.11329,1e-12,8.39800000e-14,1.13290000e-13,0.65,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-22_2022-04-22.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-22_2022-04-22/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-22_2022-04-22/fit.log
Mkn421,day,2022-04-23_2022-04-23,59692.50000000,2022-04-23,2022-04-23,6,2.6,3.0,0,0.10855,1e-12,0.00000000e+00,1.08550000e-13,-0,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-23_2022-04-23.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-23_2022-04-23/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-23_2022-04-23/fit.log
Mkn421,day,2022-04-24_2022-04-24,59693.50000000,2022-04-24,2022-04-24,5,2.6,3.0,0.13235,0.12109,1e-12,1.32350000e-13,1.21090000e-13,1.39,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-24_2022-04-24.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-24_2022-04-24/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-24_2022-04-24/fit.log
Mkn421,day,2022-04-25_2022-04-25,59694.50000000,2022-04-25,2022-04-25,6,2.6,3.0,0,0.07342,1e-12,0.00000000e+00,7.34200000e-14,-0,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-25_2022-04-25.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-25_2022-04-25/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-25_2022-04-25/fit.log
Mkn421,day,2022-04-26_2022-04-26,59695.50000000,2022-04-26,2022-04-26,6,2.6,3.0,2e-05,0.30889,1e-12,2.00000000e-17,3.08890000e-13,-0,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-26_2022-04-26.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-26_2022-04-26/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-26_2022-04-26/fit.log
Mkn421,day,2022-04-27_2022-04-27,59696.50000000,2022-04-27,2022-04-27,4,2.6,3.0,0.10519,0.11694,1e-12,1.05190000e-13,1.16940000e-13,1.01,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-27_2022-04-27.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-27_2022-04-27/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-27_2022-04-27/fit.log
Mkn421,day,2022-04-28_2022-04-28,59697.50000000,2022-04-28,2022-04-28,4,2.6,3.0,0.2188,0.12692,1e-12,2.18800000e-13,1.26920000e-13,3.76,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-28_2022-04-28.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-28_2022-04-28/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-28_2022-04-28/fit.log
Mkn421,day,2022-04-29_2022-04-29,59698.50000000,2022-04-29,2022-04-29,4,2.6,3.0,0.09334,0.11871,1e-12,9.33400000e-14,1.18710000e-13,0.72,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-29_2022-04-29.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-29_2022-04-29/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-29_2022-04-29/fit.log
Mkn421,day,2022-04-30_2022-04-30,59699.50000000,2022-04-30,2022-04-30,4,2.6,3.0,0.72078,0.16544,1e-12,7.20780000e-13,1.65440000e-13,28.19,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-04-30_2022-04-30.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-30_2022-04-30/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-04-30_2022-04-30/fit.log
Mkn421,day,2022-05-01_2022-05-01,59700.50000000,2022-05-01,2022-05-01,6,2.6,3.0,0.50236,0.15659,1e-12,5.02360000e-13,1.56590000e-13,16.17,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-05-01_2022-05-01.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-05-01_2022-05-01/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-05-01_2022-05-01/fit.log
Mkn421,day,2022-05-02_2022-05-02,59701.50000000,2022-05-02,2022-05-02,6,2.6,3.0,0.31726,0.14956,1e-12,3.17260000e-13,1.49560000e-13,9.61,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-05-02_2022-05-02.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-05-02_2022-05-02/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-05-02_2022-05-02/fit.log
Mkn421,day,2022-05-03_2022-05-03,59702.50000000,2022-05-03,2022-05-03,6,2.6,3.0,0.06684,0.09411,1e-12,6.68400000e-14,9.41100000e-14,0.65,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-05-03_2022-05-03.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-05-03_2022-05-03/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-05-03_2022-05-03/fit.log
Mkn421,day,2022-05-04_2022-05-04,59703.50000000,2022-05-04,2022-05-04,6,2.6,3.0,0,0.10667,1e-12,0.00000000e+00,1.06670000e-13,-0,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-05-04_2022-05-04.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-05-04_2022-05-04/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-05-04_2022-05-04/fit.log
Mkn421,day,2022-05-05_2022-05-05,59704.50000000,2022-05-05,2022-05-05,6,2.6,3.0,0.28475,0.13468,1e-12,2.84750000e-13,1.34680000e-13,6.43,OK,OK,,/eos/user/l/liushijie/QPO/flux_strict_batch/maps/day/2022-05-05_2022-05-05.root,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-05-05_2022-05-05/out/ParRes.yaml,/home/lhaaso/liushijie/QPO/JOBs_flux_strict_batch/fits/Mkn421/day/2022-05-05_2022-05-05/fit.log
