source_id,survey,mjd,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
mkn421,ATLAS,60801.343305,-13.359,0.01,-16455,166,o,0,7.58,166.11383,38.20883,2399.81,8388.82,2.13,2.03,6.5,-0.434,17.7,17.82,02a60801o0238o
mkn421,ATLAS,60801.366469,-13.954,0.007,-9514,63,o,0,12.51,166.11383,38.20883,2412.64,8273.7,2.41,2.07,30.0,-0.393,18.19,18.36,02a60801o0285o
mkn421,ATLAS,60803.314458,-14.717,0.0,-4711,2,o,0,2187.98,166.11383,38.20883,3375.42,6404.54,2.44,2.18,41.7,-0.417,18.98,19.41,01a60803o0189o
mkn421,ATLAS,60803.317686,-15.581,0.002,-2125,4,o,0,5182.98,166.11383,38.20883,3395.15,6442.71,2.46,2.21,37.5,-0.419,18.94,19.42,01a60803o0196o
mkn421,ATLAS,60803.332045,-14.345,0.001,-6637,4,o,0,864.92,166.11383,38.20883,3337.75,6363.42,2.55,2.33,47.2,-0.402,18.92,19.41,01a60803o0226o
mkn421,ATLAS,60803.348167,-14.051,0.0,-8698,1,o,0,121.43,166.11383,38.20883,3318.36,6478.09,2.55,2.27,42.2,-0.405,18.93,19.38,01a60803o0260o
mkn421,ATLAS,60804.349762,-14.679,0.001,-4881,2,o,0,3065.42,166.11383,38.20883,2442.99,2513.55,2.39,2.17,34.5,-0.466,18.93,19.35,01a60804o0263o
mkn421,ATLAS,60804.352563,-13.972,0.003,-9358,32,o,0,18.57,166.11383,38.20883,2461.31,2551.24,2.41,2.24,35.9,-0.468,18.91,19.32,01a60804o0269o
mkn421,ATLAS,60804.362699,-13.996,0.0,-9152,2,o,0,307.88,166.11383,38.20883,2404.52,2472.16,2.4,2.17,37.4,-0.465,18.9,19.3,01a60804o0290o
mkn421,ATLAS,60804.376328,-14.228,0.001,-7392,5,o,0,1561.37,166.11383,38.20883,2388.01,2586.2,2.54,2.28,43.4,-0.439,18.81,19.23,01a60804o0319o
mkn421,ATLAS,60805.33644,-14.187,0.001,-7678,6,o,0,786.23,166.11383,38.20883,8075.95,8081.87,2.23,2.15,43.5,-0.439,18.87,19.26,02a60805o0227o
mkn421,ATLAS,60805.339633,-14.602,0.0,-5240,2,o,0,2405.57,166.11383,38.20883,8058.33,8043.57,2.22,2.12,40.2,-0.452,18.88,19.25,02a60805o0234o
mkn421,ATLAS,60805.345591,-14.117,0.002,-8185,16,o,0,48.59,166.11383,38.20883,8115.54,8121.68,2.22,2.1,36.1,-0.441,18.85,19.23,02a60805o0247o
mkn421,ATLAS,60805.355695,-14.115,0.0,-8202,3,o,0,954.52,166.11383,38.20883,8132.99,8004.86,2.25,2.17,43.2,-0.446,18.81,19.17,02a60805o0269o
mkn421,ATLAS,60807.307285,-14.068,0.002,-8563,20,o,0,29.56,166.11383,38.20883,3265.64,4370.59,2.34,2.01,28.2,-0.459,17.98,17.99,02a60807o0082o
mkn421,ATLAS,60807.310933,-14.722,0.001,-4689,6,o,0,2807.41,166.11383,38.20883,3245.8,4331.05,2.47,2.02,29.2,-0.444,18.15,18.23,02a60807o0090o
mkn421,ATLAS,60807.317979,-14.672,0.001,-4913,3,o,0,2287.77,166.11383,38.20883,3305.58,4406.25,2.35,2.14,32.8,-0.447,18.36,18.7,02a60807o0103o
mkn421,ATLAS,60807.328506,-14.256,0.0,-7201,2,o,0,1038.0,166.11383,38.20883,7278.64,6182.42,2.35,2.22,30.5,-0.413,18.72,18.99,01a60807o0213o
mkn421,ATLAS,60807.331722,-14.718,0.001,-4708,2,o,0,3371.37,166.11383,38.20883,7298.94,6220.51,2.35,2.25,36.4,-0.415,18.85,19.18,01a60807o0220o
mkn421,ATLAS,60807.336934,-14.564,0.0,-5426,2,o,0,2277.84,166.11383,38.20883,7239.35,6144.45,2.35,2.25,31.4,-0.41,18.87,19.17,01a60807o0231o
mkn421,ATLAS,60807.347553,-14.086,0.0,-8423,2,o,0,1005.82,166.11383,38.20883,7220.09,6260.86,2.41,2.27,33.6,-0.411,18.7,18.93,01a60807o0253o
mkn421,ATLAS,60807.368909,-14.019,0.001,-8959,6,o,0,273.3,166.11383,38.20883,3323.81,4284.9,2.37,2.05,32.3,-0.452,18.23,18.38,02a60807o0139o
mkn421,ATLAS,60809.315855,-14.057,0.003,-8651,26,o,0,16.8,166.11383,38.20883,798.57,10167.64,2.52,2.22,-82.3,-0.498,18.44,18.71,01a60809o0193o
mkn421,ATLAS,60809.31908,-13.704,0.001,-11975,8,o,0,22.42,166.11383,38.20883,817.71,10207.06,2.45,2.22,-81.8,-0.503,18.43,18.67,01a60809o0200o
mkn421,ATLAS,60809.325093,-13.872,0.001,-10261,11,o,0,10.28,166.11383,38.20883,757.59,10125.91,2.57,2.27,-84.2,-0.498,18.07,18.19,01a60809o0213o
mkn421,ATLAS,60809.335922,-14.069,0.001,-8555,7,o,0,14.03,166.11383,38.20883,737.55,10243.26,2.7,2.35,86.1,-0.492,18.4,18.72,01a60809o0236o
mkn421,ATLAS,60810.333056,-13.766,0.001,-11313,10,o,0,43.69,166.11383,38.20883,5735.4,571.02,2.13,1.95,-70.1,-0.457,17.89,18.13,02a60810o0221o
mkn421,ATLAS,60810.336249,-13.976,0.007,-9326,62,o,0,10.0,166.11383,38.20883,5716.92,530.09,2.09,1.91,-69.3,-0.431,17.72,17.88,02a60810o0228o
mkn421,ATLAS,60810.401864,-14.026,0.005,-8903,43,o,0,12.31,166.11383,38.20883,5776.71,599.43,2.36,2.16,-64.3,-0.448,17.79,18.07,02a60810o0286o
mkn421,ATLAS,60810.460836,-13.772,0.011,-11248,124,o,0,1.98,166.11383,38.20883,5793.93,491.24,3.25,3.07,-44.7,-0.419,16.75,17.16,02a60810o0317o
mkn421,ATLAS,60811.317089,-14.08,0.001,-8473,6,o,0,269.7,166.11383,38.20883,5731.09,570.07,2.45,2.24,-66.9,-0.435,18.4,19.6,02a60811o0106o
mkn421,ATLAS,60811.321343,-13.956,0.001,-9495,12,o,0,4.56,166.11383,38.20883,5713.63,532.12,3.05,2.85,-65.2,-0.428,17.59,18.97,02a60811o0115o
mkn421,ATLAS,60811.34938,-14.272,0.0,-7101,2,o,0,463.68,166.11383,38.20883,5772.83,607.39,2.48,2.32,-74.6,-0.419,18.7,19.7,02a60811o0133o
mkn421,ATLAS,60811.354638,-13.904,0.001,-9959,10,o,0,20.92,166.11383,38.20883,5794.21,490.65,2.63,2.47,-75.7,-0.405,17.32,18.11,02a60811o0144o
mkn421,ATLAS,60813.336536,-14.765,0.0,-4508,2,c,0,343.29,166.11383,38.20883,803.09,6260.33,2.49,2.34,-49.2,-0.416,19.38,21.13,02a60813o0221c
mkn421,ATLAS,60813.339754,-14.583,0.0,-5331,2,c,0,203.08,166.11383,38.20883,782.66,6221.75,2.58,2.42,-48.6,-0.412,19.35,21.12,02a60813o0228c
mkn421,ATLAS,60813.345751,-14.991,0.0,-3659,2,c,0,1527.17,166.11383,38.20883,840.41,6297.57,2.43,2.28,-48.3,-0.423,19.41,21.12,02a60813o0241c
mkn421,ATLAS,60813.36069,-14.493,0.0,-5789,2,c,0,153.1,166.11383,38.20883,863.28,6175.86,2.4,2.28,-42.7,-0.428,19.38,21.09,02a60813o0273c
mkn421,ATLAS,60817.2986,-14.344,0.0,-6641,2,o,0,847.33,166.11383,38.20883,5870.45,4555.76,2.83,2.54,41.5,-0.402,19.43,20.71,01a60817o0072o
mkn421,ATLAS,60817.301829,-14.389,0.001,-6372,3,o,0,656.05,166.11383,38.20883,5891.74,4594.53,3.23,2.72,35.5,-0.367,19.33,20.71,01a60817o0079o
mkn421,ATLAS,60817.308415,-14.09,0.0,-8391,2,o,0,323.53,166.11383,38.20883,5832.4,4517.07,2.6,2.37,37.4,-0.428,19.5,20.74,01a60817o0093o
mkn421,ATLAS,60817.330577,-14.077,0.0,-8494,2,o,0,298.37,166.11383,38.20883,5815.96,4633.27,2.52,2.35,40.1,-0.435,19.48,20.7,01a60817o0141o
mkn421,ATLAS,60819.32146,-14.811,0.0,-4323,2,c,0,462.95,166.11383,38.20883,3191.89,2428.24,2.39,2.3,59.6,-0.406,19.39,20.86,02a60819o0007c
mkn421,ATLAS,60819.324626,-14.965,0.0,-3748,1,c,0,897.77,166.11383,38.20883,3172.76,2388.57,2.35,2.27,63.2,-0.413,19.37,20.85,02a60819o0014c
mkn421,ATLAS,60819.334669,-15.269,0.001,-2834,3,c,0,1123.69,166.11383,38.20883,3230.63,2462.11,2.42,2.37,-77.5,-0.413,19.34,20.84,02a60819o0036c
mkn421,ATLAS,60819.340627,-15.243,0.001,-2904,2,c,0,1207.12,166.11383,38.20883,3248.73,2345.61,2.37,2.32,80.4,-0.411,19.35,20.84,02a60819o0049c
mkn421,ATLAS,60820.322107,-14.005,0.0,-9078,1,o,0,278.47,166.11383,38.20883,6244.88,2321.28,2.45,2.3,30.5,-0.428,19.48,20.58,01a60820o0192o
mkn421,ATLAS,60820.324944,-15.912,0.002,-1567,3,o,0,5437.11,166.11383,38.20883,6262.24,2360.67,2.35,2.29,25.1,-0.453,19.49,20.58,01a60820o0198o
mkn421,ATLAS,60820.331596,-13.99,0.0,-9206,1,o,0,166.34,166.11383,38.20883,6204.8,2282.93,2.32,2.27,34.7,-0.454,19.49,20.57,01a60820o0212o
mkn421,ATLAS,60820.34912,-14.418,0.0,-6206,2,o,0,946.52,166.11383,38.20883,6185.65,2400.24,2.33,2.28,28.7,-0.45,19.44,20.56,01a60820o0249o
mkn421,ATLAS,60821.310299,-14.647,0.0,-5025,2,c,0,209.02,166.11383,38.20883,4268.23,8238.88,2.48,2.28,24.4,-0.408,19.55,21.21,02a60821o0157c
mkn421,ATLAS,60821.313478,-15.002,0.0,-3623,2,c,0,1045.86,166.11383,38.20883,4250.42,8199.43,2.45,2.27,25.2,-0.413,19.54,21.21,02a60821o0164c
mkn421,ATLAS,60821.319893,-14.983,0.0,-3687,1,c,0,955.87,166.11383,38.20883,4308.19,8275.43,2.44,2.29,24.1,-0.414,19.5,21.23,02a60821o0178c
mkn421,ATLAS,60821.339571,-15.055,0.0,-3452,2,c,0,767.09,166.11383,38.20883,4327.01,8156.38,2.39,2.29,14.5,-0.414,19.48,21.19,02a60821o0221c
mkn421,ATLAS,60822.303447,-14.56,0.0,-5445,2,c,0,108.31,166.11383,38.20883,6170.43,8148.94,2.43,2.33,17.5,-0.425,19.56,21.25,02a60822o0141c
mkn421,ATLAS,60822.307301,-14.997,0.0,-3641,2,c,0,607.45,166.11383,38.20883,6151.23,8109.11,2.42,2.34,19.6,-0.424,19.57,21.25,02a60822o0149c
mkn421,ATLAS,60822.326442,-14.852,0.0,-4161,1,c,0,566.98,166.11383,38.20883,6205.22,8187.54,2.62,2.35,30.5,-0.413,19.52,21.26,02a60822o0191c
mkn421,ATLAS,60822.331942,-14.613,0.0,-5187,2,c,0,196.1,166.11383,38.20883,6225.88,8068.01,2.5,2.35,23.8,-0.417,19.53,21.23,02a60822o0203c
mkn421,ATLAS,60823.270914,-14.007,0.001,-9063,7,o,0,350.31,166.11383,38.20883,4344.1,2430.07,2.45,2.22,41.8,-0.464,18.05,19.23,01a60823o0081o
mkn421,ATLAS,60823.27411,-13.952,0.0,-9528,3,o,0,60.19,166.11383,38.20883,4363.07,2470.0,2.45,2.23,37.7,-0.456,18.59,19.78,01a60823o0088o
mkn421,ATLAS,60823.280221,-14.305,0.0,-6888,2,o,0,684.43,166.11383,38.20883,4305.57,2391.79,2.33,2.17,36.2,-0.46,19.34,20.54,01a60823o0101o
mkn421,ATLAS,60823.291786,-14.429,0.001,-6141,4,o,0,1358.25,166.11383,38.20883,4288.56,2508.28,2.35,2.17,39.7,-0.456,18.91,20.07,01a60823o0125o
mkn421,ATLAS,60825.276406,-14.321,0.0,-6785,2,o,0,975.62,166.11383,38.20883,7797.31,4427.35,2.52,2.43,6.8,-0.436,19.43,20.67,01a60825o0091o
mkn421,ATLAS,60825.27964,-14.365,0.0,-6515,2,o,0,1088.11,166.11383,38.20883,7818.3,4465.91,2.47,2.46,-67.5,-0.438,19.46,20.67,01a60825o0098o
mkn421,ATLAS,60825.289838,-13.982,0.0,-9269,1,o,0,136.51,166.11383,38.20883,7759.73,4389.91,2.56,2.53,86.3,-0.448,19.36,20.62,01a60825o0120o
mkn421,ATLAS,60825.300114,-13.971,0.0,-9369,1,o,0,125.36,166.11383,38.20883,7740.64,4506.21,2.38,2.38,-74.1,-0.433,19.21,20.35,01a60825o0142o
mkn421,ATLAS,60826.277743,-14.339,0.0,-6673,2,c,0,477.69,166.11383,38.20883,3285.0,10501.78,2.61,2.38,-47.4,-0.441,19.33,20.78,02a60826o0085c
mkn421,ATLAS,60826.280575,-14.721,0.001,-4696,5,c,0,615.17,166.11383,38.20883,3267.92,10464.34,2.64,2.44,-43.6,-0.428,19.3,20.8,02a60826o0091c
mkn421,ATLAS,60826.319986,-14.651,0.0,-5007,2,c,0,75.59,166.11383,38.20883,3341.15,10417.1,2.67,2.44,-50.2,-0.412,19.28,20.79,02a60826o0175c
mkn421,ATLAS,60827.25312,-14.128,0.0,-8108,1,o,0,275.44,166.11383,38.20883,7216.01,59.26,2.26,2.18,-56.7,-0.48,19.32,20.25,01a60827o0036o
mkn421,ATLAS,60827.261483,-14.252,0.0,-7233,1,o,0,823.48,166.11383,38.20883,7236.19,97.02,2.2,2.12,-43.3,-0.486,19.4,20.33,01a60827o0053o
mkn421,ATLAS,60827.267237,-14.133,0.0,-8067,1,o,0,924.97,166.11383,38.20883,1594.26,306.12,2.23,1.78,-65.2,-0.447,19.33,20.29,02a60827o0057o
mkn421,ATLAS,60827.270126,-13.975,0.0,-9334,1,o,0,344.32,166.11383,38.20883,1573.17,265.95,2.12,1.76,-68.5,-0.443,19.34,20.29,02a60827o0063o
mkn421,ATLAS,60827.276097,-14.292,0.0,-6971,1,o,0,1428.91,166.11383,38.20883,1636.7,342.96,2.23,1.75,-64.1,-0.458,19.38,20.31,02a60827o0076o
mkn421,ATLAS,60827.287901,-14.392,0.0,-6356,1,o,0,2185.56,166.11383,38.20883,1657.46,222.31,2.34,1.78,-61.6,-0.441,19.31,20.27,02a60827o0102o
mkn421,ATLAS,60827.290191,-14.249,0.0,-7251,2,o,0,568.42,166.11383,38.20883,7164.96,137.11,2.23,2.12,-40.7,-0.483,19.43,20.36,01a60827o0114o
mkn421,ATLAS,60829.261223,-14.404,0.0,-6286,2,o,0,1325.82,166.11383,38.20883,5329.31,6307.64,2.48,2.24,41.3,-0.416,19.24,19.99,01a60829o0049o
mkn421,ATLAS,60829.265,-14.138,0.0,-8030,1,o,0,451.39,166.11383,38.20883,5349.44,6345.38,2.59,2.37,43.7,-0.403,19.16,19.99,01a60829o0057o
mkn421,ATLAS,60829.27518,-13.923,0.003,-9788,31,o,0,9.65,166.11383,38.20883,5292.32,6268.87,2.64,2.33,40.3,-0.4,19.17,19.95,01a60829o0079o
mkn421,ATLAS,60829.28916,-14.193,0.0,-7636,1,o,0,718.58,166.11383,38.20883,5275.57,6383.52,2.49,2.22,41.4,-0.408,19.19,19.95,01a60829o0109o
mkn421,ATLAS,60829.307125,-14.183,0.0,-7707,1,o,0,1368.29,166.11383,38.20883,5221.33,4266.63,2.28,1.89,32.9,-0.431,19.09,19.72,02a60829o0141o
mkn421,ATLAS,60829.31031,-14.336,0.0,-6690,2,o,0,1609.6,166.11383,38.20883,5201.42,4227.19,2.29,1.9,34.2,-0.436,19.04,19.71,02a60829o0148o
mkn421,ATLAS,60829.315808,-14.288,0.0,-6997,1,o,0,1428.75,166.11383,38.20883,5260.67,4304.07,2.3,1.91,33.9,-0.433,19.0,19.65,02a60829o0160o
mkn421,ATLAS,60829.328618,-14.155,0.0,-7904,1,o,0,1096.71,166.11383,38.20883,5279.89,4186.61,2.33,1.96,34.7,-0.435,19.02,19.61,02a60829o0188o
mkn421,ATLAS,60831.277568,-14.527,0.0,-5615,2,o,0,2667.29,166.11383,38.20883,5173.03,2326.43,2.08,1.95,33.9,-0.461,18.62,19.01,02a60831o0075o
mkn421,ATLAS,60831.283046,-14.371,0.0,-6482,2,o,0,1675.54,166.11383,38.20883,5156.35,2286.18,2.13,1.93,35.6,-0.44,18.77,19.24,02a60831o0087o
mkn421,ATLAS,60831.287647,-14.55,0.0,-5496,2,o,0,4436.47,166.11383,38.20883,5215.98,2364.38,2.01,1.78,34.0,-0.465,19.12,19.71,02a60831o0097o
mkn421,ATLAS,60831.300961,-14.226,0.0,-7403,1,o,0,1196.0,166.11383,38.20883,5234.74,2247.07,2.06,1.87,37.3,-0.444,19.1,19.79,02a60831o0126o
mkn421,ATLAS,60833.260245,-13.962,0.0,-9443,2,o,0,97.44,166.11383,38.20883,3408.84,8339.3,2.54,2.33,61.7,-0.42,19.12,19.83,01a60833o0052o
mkn421,ATLAS,60833.263471,-14.056,0.0,-8660,1,o,0,193.02,166.11383,38.20883,3428.98,8377.4,2.57,2.33,54.4,-0.419,19.08,19.83,01a60833o0059o
mkn421,ATLAS,60833.26999,-14.235,0.0,-7344,2,o,0,569.55,166.11383,38.20883,3369.01,8298.53,2.67,2.43,55.6,-0.416,19.04,19.83,01a60833o0073o
mkn421,ATLAS,60833.28113,-14.198,0.0,-7600,4,o,0,802.33,166.11383,38.20883,3351.46,8415.0,2.7,2.47,57.6,-0.411,19.04,19.8,01a60833o0097o
mkn421,ATLAS,60833.344164,-14.096,0.0,-8348,2,o,0,1027.5,166.11383,38.20883,7169.26,2244.72,2.05,1.97,-57.5,-0.436,18.84,19.38,02a60833o0225o
mkn421,ATLAS,60833.346975,-13.981,0.0,-9279,2,o,0,638.6,166.11383,38.20883,7151.37,2203.88,1.98,1.92,-54.1,-0.429,18.92,19.36,02a60833o0231o
mkn421,ATLAS,60833.362404,-14.155,0.0,-7908,2,o,0,1137.28,166.11383,38.20883,7210.89,2279.8,2.1,1.99,-45.7,-0.432,18.78,19.27,02a60833o0264o
mkn421,ATLAS,60833.368923,-14.083,0.0,-8447,2,o,0,1039.36,166.11383,38.20883,7229.17,2163.06,2.12,1.94,-55.5,-0.43,18.79,19.2,02a60833o0278o
mkn421,ATLAS,60835.253008,-14.309,0.0,-6861,2,o,0,2381.63,166.11383,38.20883,8676.0,6355.13,2.18,2.05,57.7,-0.449,18.87,19.24,02a60835o0028o
mkn421,ATLAS,60835.258125,-15.49,0.002,-2313,5,o,0,8853.33,166.11383,38.20883,8656.86,6316.17,2.17,2.03,83.0,-0.457,18.99,19.48,02a60835o0039o
mkn421,ATLAS,60835.263711,-13.859,0.0,-10385,2,o,0,129.44,166.11383,38.20883,8712.9,6394.82,2.18,1.99,-81.0,-0.455,19.04,19.53,02a60835o0051o
mkn421,ATLAS,60835.275209,-14.183,0.0,-7703,2,o,0,1869.55,166.11383,38.20883,8731.38,6277.32,2.2,1.98,-73.3,-0.457,19.05,19.52,02a60835o0076o
mkn421,ATLAS,60837.267998,-13.723,0.065,-11767,766,o,0,1.4,166.11383,38.20883,2829.24,10089.97,2.52,2.26,78.2,-0.413,14.97,14.7,01a60837o0071o
mkn421,ATLAS,60837.271756,-13.829,0.087,-10677,927,o,0,1.47,166.11383,38.20883,2848.43,10129.69,3.1,2.55,66.3,-0.345,14.63,14.62,01a60837o0079o
mkn421,ATLAS,60837.279186,-13.617,0.22,-12978,2860,o,0,1.44,166.11383,38.20883,2790.89,10050.53,2.56,2.39,-84.2,-0.459,13.5,13.11,01a60837o0095o
mkn421,ATLAS,60837.302462,-13.639,0.021,-12720,265,o,0,1.55,166.11383,38.20883,2763.8,10166.71,2.93,2.83,70.4,-0.428,16.41,16.37,01a60837o0145o
mkn421,ATLAS,60839.281148,-13.836,0.0,-10606,1,o,0,379.23,166.11383,38.20883,9120.03,4127.72,2.17,1.85,-65.8,-0.444,19.37,20.32,02a60839o0084o
mkn421,ATLAS,60839.300336,-14.605,0.0,-5225,2,o,0,3030.19,166.11383,38.20883,9102.37,4085.48,2.08,1.83,-63.0,-0.439,19.11,19.68,02a60839o0126o
mkn421,ATLAS,60839.303553,-14.037,0.0,-8813,2,o,0,1123.78,166.11383,38.20883,9158.58,4167.04,2.11,1.83,-65.2,-0.447,19.07,19.63,02a60839o0133o
mkn421,ATLAS,60839.318276,-13.996,0.0,-9157,2,o,0,1214.12,166.11383,38.20883,9179.59,4048.97,2.1,1.85,-63.2,-0.434,18.9,19.32,02a60839o0165o
mkn421,ATLAS,60840.291794,-13.878,0.0,-10201,1,o,0,46.46,166.11383,38.20883,5340.88,180.97,2.38,2.33,21.8,-0.449,19.5,20.82,01a60840o0119o
mkn421,ATLAS,60840.295504,-14.414,0.0,-6228,2,o,0,1778.5,166.11383,38.20883,5360.99,220.48,2.35,2.3,20.4,-0.45,19.55,20.8,01a60840o0127o
mkn421,ATLAS,60840.301551,-14.08,0.0,-8475,2,o,0,559.34,166.11383,38.20883,5304.62,141.97,2.48,2.34,43.5,-0.431,19.48,20.78,01a60840o0140o
mkn421,ATLAS,60840.312594,-14.124,0.0,-8135,2,o,0,657.82,166.11383,38.20883,5285.36,260.17,2.32,2.24,-22.9,-0.492,19.41,20.44,01a60840o0163o
mkn421,ATLAS,60841.249725,-14.4,0.001,-6309,4,o,0,636.5,166.11383,38.20883,6965.5,10374.72,2.52,2.33,-63.0,-0.419,18.41,18.71,01a60841o0030o
mkn421,ATLAS,60841.253533,-14.252,0.001,-7229,7,o,0,369.94,166.11383,38.20883,6987.35,10412.94,2.5,2.33,-71.1,-0.426,18.07,18.68,01a60841o0038o
mkn421,ATLAS,60841.25869,-14.034,0.0,-8842,3,o,0,94.13,166.11383,38.20883,6925.05,10333.7,2.49,2.35,-73.6,-0.421,18.71,19.6,01a60841o0049o
mkn421,ATLAS,60841.270758,-14.03,0.0,-8873,1,o,0,284.57,166.11383,38.20883,6906.68,10452.73,2.58,2.4,-65.0,-0.425,19.41,20.6,01a60841o0075o
mkn421,ATLAS,60841.28429,-13.862,0.0,-10356,2,o,0,156.42,166.11383,38.20883,5153.2,10381.65,2.31,2.05,-53.7,-0.438,19.37,20.48,02a60841o0089o
mkn421,ATLAS,60841.287003,-14.065,0.0,-8592,2,o,0,737.67,166.11383,38.20883,5136.05,10342.39,2.38,2.08,-50.3,-0.433,19.31,20.46,02a60841o0095o
mkn421,ATLAS,60841.293057,-13.903,0.0,-9974,2,o,0,203.7,166.11383,38.20883,5189.85,10419.85,2.51,2.25,-51.9,-0.409,19.24,20.4,02a60841o0108o
mkn421,ATLAS,60841.311134,-14.047,0.0,-8737,3,o,0,564.73,166.11383,38.20883,5208.98,10298.48,2.59,2.36,-49.2,-0.437,18.88,19.97,02a60841o0147o
mkn421,ATLAS,60846.254821,-14.301,0.0,-6914,2,o,0,1362.39,166.11383,38.20883,8202.3,2127.37,3.95,2.52,-2.6,-0.412,18.66,19.94,01a60846o0025o
mkn421,ATLAS,60846.260268,-13.771,0.0,-11256,1,o,0,337.67,166.11383,38.20883,8321.66,2300.06,2.47,2.36,-70.5,-0.461,19.4,20.61,01a60846o0033o
mkn421,ATLAS,60846.264617,-14.353,0.0,-6586,1,o,0,1582.34,166.11383,38.20883,2468.7,8625.4,2.35,2.17,-56.2,-0.422,19.27,20.45,02a60846o0032o
mkn421,ATLAS,60846.280228,-13.965,0.005,-9418,47,o,0,17.15,166.11383,38.20883,7980.45,2448.35,2.35,2.29,7.2,-0.462,19.47,20.71,01a60846o0064o
mkn421,ATLAS,60847.253759,-14.521,0.0,-5642,2,o,0,2335.92,166.11383,38.20883,6746.55,6411.67,2.2,1.93,37.4,-0.44,18.63,18.88,02a60847o0025o
mkn421,ATLAS,60847.254212,-14.483,0.0,-5848,2,o,0,1962.65,166.11383,38.20883,6746.53,6411.72,2.17,1.91,36.1,-0.454,18.68,18.98,02a60847o0026o
mkn421,ATLAS,60847.272532,-14.373,0.0,-6466,1,o,0,2759.35,166.11383,38.20883,6784.35,6448.23,2.09,1.92,35.8,-0.445,19.36,20.35,02a60847o0066o
mkn421,ATLAS,60847.28681,-14.1,0.0,-8314,1,o,0,495.67,166.11383,38.20883,6799.92,6327.08,2.1,1.92,36.4,-0.445,19.33,20.33,02a60847o0097o
mkn421,ATLAS,60847.323253,-14.29,0.0,-6983,1,o,0,1968.34,166.11383,38.20883,6801.04,6323.59,2.11,1.83,34.2,-0.446,19.29,20.12,02a60847o0175o
mkn421,ATLAS,60848.265863,-13.898,0.0,-10021,3,o,0,5.84,166.11383,38.20883,8223.63,2109.94,3.8,3.56,-62.6,-0.374,18.95,20.66,01a60848o0045o
mkn421,ATLAS,60848.266321,-14.073,0.0,-8524,2,o,0,64.43,166.11383,38.20883,8260.57,2069.9,3.7,3.43,-65.0,-0.419,19.02,20.67,01a60848o0046o
mkn421,ATLAS,60848.273538,-14.118,0.0,-8178,4,o,0,153.95,166.11383,38.20883,8002.01,1805.3,3.32,3.1,-57.4,-0.412,19.22,20.72,01a60848o0060o
mkn421,ATLAS,60848.274035,-13.996,0.0,-9155,2,o,0,46.35,166.11383,38.20883,7984.4,1747.52,3.87,3.64,-57.0,-0.371,19.03,20.71,01a60848o0061o
mkn421,ATLAS,60848.274493,-13.929,0.0,-9733,3,o,0,23.53,166.11383,38.20883,7965.97,1689.88,4.52,4.2,-63.4,-0.335,18.87,20.69,01a60848o0062o
mkn421,ATLAS,60849.255532,-14.126,0.0,-8122,1,o,0,328.4,166.11383,38.20883,8240.08,2087.3,2.46,2.32,-62.1,-0.476,19.11,20.02,01a60849o0020o
mkn421,ATLAS,60849.255988,-14.447,0.0,-6044,2,o,0,1093.68,166.11383,38.20883,8258.67,2067.4,2.55,2.37,-18.7,-0.493,18.96,19.93,01a60849o0021o
mkn421,ATLAS,60849.260958,-13.983,0.0,-9268,1,o,0,389.28,166.11383,38.20883,2500.83,8155.99,2.09,2.0,-34.5,-0.427,19.18,20.05,02a60849o0034o
mkn421,ATLAS,60849.26148,-14.202,0.0,-7571,1,o,0,1096.87,166.11383,38.20883,2540.19,8096.62,2.14,2.04,-15.5,-0.443,19.17,20.09,02a60849o0035o
mkn421,ATLAS,60849.261932,-14.553,0.0,-5480,1,o,0,3616.74,166.11383,38.20883,2540.21,8096.35,2.12,2.05,-39.5,-0.43,19.2,20.12,02a60849o0036o
mkn421,ATLAS,60851.301837,-14.667,0.0,-4934,2,c,0,44.12,166.11383,38.20883,8146.41,2196.03,3.24,3.09,55.6,-0.35,19.34,21.19,01a60851o0126c
mkn421,ATLAS,60851.304676,-14.636,0.004,-5076,20,c,0,2.42,166.11383,38.20883,8160.37,2236.89,3.06,2.95,-77.1,-0.403,19.25,21.03,01a60851o0132c
mkn421,ATLAS,60851.31492,-14.901,0.0,-3977,2,c,0,351.56,166.11383,38.20883,8101.41,2162.47,2.95,2.92,-69.9,-0.405,19.39,21.16,01a60851o0154c
mkn421,ATLAS,60851.321962,16.847,0.271,663,179,c,0,7.75,166.11383,38.20883,8081.33,2281.79,3.1,3.03,46.9,-0.346,16.87,18.66,01a60851o0169c
mkn421,ATLAS,60859.254603,-14.024,0.005,-8917,45,o,0,2.34,166.11383,38.20883,9785.01,436.62,5.2,3.9,-50.1,-0.245,18.26,19.07,02a60859o0019o
mkn421,ATLAS,60859.255055,-14.022,0.003,-8934,30,o,0,4.25,166.11383,38.20883,9785.07,437.0,3.5,2.69,-57.8,-0.489,18.22,19.13,02a60859o0020o
mkn421,ATLAS,60859.255507,-14.1,0.003,-8319,28,o,0,6.91,166.11383,38.20883,9785.11,437.39,3.15,2.46,-64.9,-0.537,18.29,19.19,02a60859o0021o
mkn421,ATLAS,60859.264152,-14.294,0.001,-6959,4,o,0,252.33,166.11383,38.20883,9823.18,474.4,3.43,2.55,-62.2,-0.45,18.66,19.7,02a60859o0040o
