source_id,survey,asas_sn_id,mjd,jd,phot_filter,mag,mag_err,flux,flux_err,limit,fwhm,image_id,camera,quality
mkn421,ASAS-SN Sky Patrol,128849645138,59746.154115099926,2459746.6541151,g,12.866691844172369,0.004970390937587041,25.90296693917247,0.11844804236059321,16.968820893054776,1.45,bs450035,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59746.15534379985,2459746.6553438,g,12.858254180945131,0.006056670984573322,26.105052835135286,0.14546093877273206,16.745774646229666,1.48,bs450036,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59748.16934000002,2459748.66934,g,12.872787294332408,0.004912535165646667,25.757952096367337,0.1164138978309711,16.987628534562063,1.46,bs450366,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59750.15898359986,2459750.6589836,g,12.826386025954918,0.005066394686944181,26.882635191721597,0.12530219689788524,16.907743897798294,1.51,bs450794,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59752.1437324998,2459752.6437325,g,12.74893916177071,0.00565198499343392,28.870252630036152,0.15012029585188166,16.71154208235614,1.64,bs451023,bs,G
mkn421,ASAS-SN Sky Patrol,128849645138,59760.13171740016,2459760.6317174,g,12.767064584107539,0.0068576051476096755,28.39228954277948,0.17912686204730982,16.519738816499256,2.38,bs452956,bs,B
mkn421,ASAS-SN Sky Patrol,128849645138,59762.128826600034,2459762.6288266,g,12.680231212455286,0.007232672850748147,30.75627702114226,0.20465408261683238,16.375089579567064,2.07,bs453535,bs,B
mkn421,ASAS-SN Sky Patrol,128849645138,59867.61936669983,2459868.1193667,g,12.944084009259276,0.005014639680097256,24.1208520700724,0.1112807913556738,17.036590097914175,1.44,bC385633,bC,G
mkn421,ASAS-SN Sky Patrol,128849645138,59869.63110149978,2459870.1311015,g,12.992341425817315,0.004537429655002009,23.072235640697137,0.09631355450703001,17.193422083834236,1.47,bC386467,bC,G
mkn421,ASAS-SN Sky Patrol,128849645138,59875.468563700095,2459875.9685637,g,12.941823349990486,0.005558388586409015,24.171127482859102,0.12360431759165241,16.922556508316664,1.60,bs476553,bs,G
